"sample_name","sample_title","organism","strain","age","sex","tissue","collection_date","Dataset","Run","Sample","Replicate","GMCode","TZCode","Locus","Abbreviation","ChimpNumber","Alive","title","library_ID","design_description","library_strategy","library_source","library_selection","library_layout","platform","instrument_model","filetype","filename","filename2","Filename","SRR"
"170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ11_S71_L001","Dataset_3-TZ_67-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"2","Ch-67",67,"","Dataset_3-TZ_67-Locus_2","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ11_S71_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ11_S71_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ11_S71_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ11_S71_L001_R1_001.fastq.gz","SRR6809493"
"170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ11_S71_L001","Dataset_3-TZ_67-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"2","Ch-67",67,"","Dataset_3-TZ_67-Locus_2","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ11_S71_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ11_S71_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ11_S71_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-2-TZ11_S71_L001_R1_001.fastq.gz","SRR6809492"
"170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ11_S71_L001","Dataset_3-TZ_67-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"2","Ch-67",67,"","Dataset_3-TZ_67-Locus_2","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ11_S71_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ11_S71_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ11_S71_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-2-TZ11_S71_L001_R1_001.fastq.gz","SRR6809606"
"170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ11_S71_L001","Dataset_3-TZ_67-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"2","Ch-67",67,"","Dataset_3-TZ_67-Locus_2","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ11_S71_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ11_S71_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ11_S71_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-2-TZ11_S71_L001_R1_001.fastq.gz","SRR6809607"
"170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ11_S83_L001","Dataset_3-TZ_67-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"3","Ch-67",67,"","Dataset_3-TZ_67-Locus_3","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ11_S83_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ11_S83_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ11_S83_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-3-TZ11_S83_L001_R1_001.fastq.gz","SRR6809608"
"170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ11_S83_L001","Dataset_3-TZ_67-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"3","Ch-67",67,"","Dataset_3-TZ_67-Locus_3","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ11_S83_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ11_S83_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ11_S83_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-3-TZ11_S83_L001_R1_001.fastq.gz","SRR6809609"
"170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ11_S83_L001","Dataset_3-TZ_67-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"3","Ch-67",67,"","Dataset_3-TZ_67-Locus_3","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ11_S83_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ11_S83_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ11_S83_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-3-TZ11_S83_L001_R1_001.fastq.gz","SRR6809602"
"170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ11_S83_L001","Dataset_3-TZ_67-Locus_3","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"3","Ch-67",67,"","Dataset_3-TZ_67-Locus_3","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ11_S83_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ11_S83_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ11_S83_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-3-TZ11_S83_L001_R1_001.fastq.gz","SRR6809603"
"170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ11_S95_L001","Dataset_3-TZ_67-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"4","Ch-67",67,"","Dataset_3-TZ_67-Locus_4","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ11_S95_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ11_S95_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ11_S95_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-4-TZ11_S95_L001_R1_001.fastq.gz","SRR6809604"
"170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ11_S95_L001","Dataset_3-TZ_67-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"4","Ch-67",67,"","Dataset_3-TZ_67-Locus_4","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ11_S95_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ11_S95_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ11_S95_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-4-TZ11_S95_L001_R1_001.fastq.gz","SRR6809605"
"170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ11_S95_L001","Dataset_3-TZ_67-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"4","Ch-67",67,"","Dataset_3-TZ_67-Locus_4","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ11_S95_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ11_S95_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ11_S95_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-4-TZ11_S95_L001_R1_001.fastq.gz","SRR6809610"
"170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ11_S95_L001","Dataset_3-TZ_67-Locus_4","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"4","Ch-67",67,"","Dataset_3-TZ_67-Locus_4","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ11_S95_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ11_S95_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ11_S95_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-4-TZ11_S95_L001_R1_001.fastq.gz","SRR6809611"
"170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ11_S11_L001","Dataset_3-TZ_67-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"A","Ch-67",67,"","Dataset_3-TZ_67-Locus_A","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ11_S11_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ11_S11_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ11_S11_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-A-TZ11_S11_L001_R1_001.fastq.gz","SRR6809557"
"170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ11_S11_L001","Dataset_3-TZ_67-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"A","Ch-67",67,"","Dataset_3-TZ_67-Locus_A","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ11_S11_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ11_S11_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ11_S11_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-A-TZ11_S11_L001_R1_001.fastq.gz","SRR6809556"
"170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ11_S11_L001","Dataset_3-TZ_67-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"A","Ch-67",67,"","Dataset_3-TZ_67-Locus_A","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ11_S11_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ11_S11_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ11_S11_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-A-TZ11_S11_L001_R1_001.fastq.gz","SRR6809559"
"170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ11_S11_L001","Dataset_3-TZ_67-Locus_A","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"A","Ch-67",67,"","Dataset_3-TZ_67-Locus_A","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ11_S11_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ11_S11_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ11_S11_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-A-TZ11_S11_L001_R1_001.fastq.gz","SRR6809558"
"170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ11_S23_L001","Dataset_3-TZ_67-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"B","Ch-67",67,"","Dataset_3-TZ_67-Locus_B","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ11_S23_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ11_S23_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ11_S23_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-B-TZ11_S23_L001_R1_001.fastq.gz","SRR6809553"
"170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ11_S23_L001","Dataset_3-TZ_67-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"B","Ch-67",67,"","Dataset_3-TZ_67-Locus_B","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ11_S23_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ11_S23_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ11_S23_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-B-TZ11_S23_L001_R1_001.fastq.gz","SRR6809552"
"170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ11_S23_L001","Dataset_3-TZ_67-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"B","Ch-67",67,"","Dataset_3-TZ_67-Locus_B","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ11_S23_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ11_S23_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ11_S23_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-B-TZ11_S23_L001_R1_001.fastq.gz","SRR6809555"
"170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ11_S23_L001","Dataset_3-TZ_67-Locus_B","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"B","Ch-67",67,"","Dataset_3-TZ_67-Locus_B","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ11_S23_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ11_S23_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ11_S23_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-B-TZ11_S23_L001_R1_001.fastq.gz","SRR6809554"
"170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ11_S35_L001","Dataset_3-TZ_67-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"C","Ch-67",67,"","Dataset_3-TZ_67-Locus_C","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ11_S35_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ11_S35_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ11_S35_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-C-TZ11_S35_L001_R1_001.fastq.gz","SRR6809561"
"170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ11_S35_L001","Dataset_3-TZ_67-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"C","Ch-67",67,"","Dataset_3-TZ_67-Locus_C","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ11_S35_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ11_S35_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ11_S35_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-C-TZ11_S35_L001_R1_001.fastq.gz","SRR6809560"
"170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ11_S35_L001","Dataset_3-TZ_67-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"C","Ch-67",67,"","Dataset_3-TZ_67-Locus_C","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ11_S35_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ11_S35_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ11_S35_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-C-TZ11_S35_L001_R1_001.fastq.gz","SRR6809664"
"170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ11_S35_L001","Dataset_3-TZ_67-Locus_C","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"C","Ch-67",67,"","Dataset_3-TZ_67-Locus_C","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ11_S35_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ11_S35_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ11_S35_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-C-TZ11_S35_L001_R1_001.fastq.gz","SRR6809665"
"170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ11_S47_L001","Dataset_3-TZ_67-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","11",1,,320,"D","Ch-67",67,"","Dataset_3-TZ_67-Locus_D","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ11_S47_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ11_S47_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ11_S47_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-D-TZ11_S47_L001_R1_001.fastq.gz","SRR6809662"
"170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ11_S47_L001","Dataset_3-TZ_67-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","11",2,,320,"D","Ch-67",67,"","Dataset_3-TZ_67-Locus_D","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ11_S47_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ11_S47_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ11_S47_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-D-TZ11_S47_L001_R1_001.fastq.gz","SRR6809663"
"170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ11_S47_L001","Dataset_3-TZ_67-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","11",3,,320,"D","Ch-67",67,"","Dataset_3-TZ_67-Locus_D","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ11_S47_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ11_S47_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ11_S47_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-D-TZ11_S47_L001_R1_001.fastq.gz","SRR6809660"
"170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ11_S47_L001","Dataset_3-TZ_67-Locus_D","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","11",,,320,"D","Ch-67",67,"","Dataset_3-TZ_67-Locus_D","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ11_S47_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ11_S47_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ11_S47_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-D-TZ11_S47_L001_R1_001.fastq.gz","SRR6809661"
"170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ12_S60_L001","Dataset_3-TZ_3-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","12",1,,336,"1","Ch-3",3,"","Dataset_3-TZ_3-Locus_1","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ12_S60_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ12_S60_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ12_S60_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-1-TZ12_S60_L001_R1_001.fastq.gz","SRR6809658"
"170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ12_S60_L001","Dataset_3-TZ_3-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170801_M04734_0044_000000000-G1CRK","12",2,,336,"1","Ch-3",3,"","Dataset_3-TZ_3-Locus_1","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ12_S60_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ12_S60_L001_R1_001.fastq.gz","170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ12_S60_L001_R2_001.fastq.gz","data/prepared/170801_M04734_0044_000000000-G1CRK_Rep2-1-TZ12_S60_L001_R1_001.fastq.gz","SRR6809659"
"170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ12_S60_L001","Dataset_3-TZ_3-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170724_M00281_0249_000000000-G1BK4","12",3,,336,"1","Ch-3",3,"","Dataset_3-TZ_3-Locus_1","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ12_S60_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ12_S60_L001_R1_001.fastq.gz","170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ12_S60_L001_R2_001.fastq.gz","data/prepared/170724_M00281_0249_000000000-G1BK4_Rep3-1-TZ12_S60_L001_R1_001.fastq.gz","SRR6809666"
"170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ12_S60_L001","Dataset_3-TZ_3-Locus_1","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170728_M00281_0252_000000000-BBWBJ","12",,,336,"1","Ch-3",3,"","Dataset_3-TZ_3-Locus_1","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ12_S60_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ12_S60_L001_R1_001.fastq.gz","170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ12_S60_L001_R2_001.fastq.gz","data/prepared/170728_M00281_0252_000000000-BBWBJ_Pooled-1-TZ12_S60_L001_R1_001.fastq.gz","SRR6809667"
"170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ12_S72_L001","Dataset_3-TZ_3-Locus_2","pan troglodytes","schweinfurthii","not collected","not collected","feces","not collected",3,"170727_M00281_0251_000000000-G1BUY","12",1,,336,"2","Ch-3",3,"","Dataset_3-TZ_3-Locus_2","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ12_S72_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ12_S72_L001_R1_001.fastq.gz","170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ12_S72_L001_R2_001.fastq.gz","data/prepared/170727_M00281_0251_000000000-G1BUY_Rep1-2-TZ12_S72_L001_R1_001.fastq.gz","SRR6809617"
